field,sub_field,year,month,paper_count
cs,cs.NE,2012,6,18
cs,cs.NE,2012,7,36
cs,cs.NE,2012,8,19
cs,cs.NE,2012,9,20
cs,cs.NE,2012,10,21
cs,cs.NE,2012,11,25
cs,cs.NE,2012,12,23
cs,cs.NE,2013,1,22
cs,cs.NE,2013,2,23
cs,cs.NE,2013,3,26
cs,cs.NE,2013,4,28
cs,cs.NE,2013,5,20
cs,cs.NE,2013,6,24
cs,cs.NE,2013,7,30
cs,cs.NE,2013,8,31
cs,cs.NE,2013,9,26
cs,cs.NE,2013,10,9
cs,cs.NE,2013,11,25
cs,cs.NE,2013,12,51
cs,cs.NE,2014,1,39
cs,cs.NE,2014,2,36
cs,cs.NE,2014,3,29
cs,cs.NE,2014,4,25
cs,cs.NE,2014,5,23
cs,cs.NE,2014,6,53
cs,cs.NE,2014,7,44
cs,cs.NE,2014,8,35
cs,cs.NE,2014,9,40
cs,cs.NE,2014,10,37
cs,cs.NE,2014,11,45
cs,cs.NE,2014,12,117
cs,cs.NE,2015,1,22
cs,cs.NE,2015,2,42
cs,cs.NE,2015,3,57
cs,cs.NE,2015,4,54
cs,cs.NE,2015,5,45
cs,cs.NE,2015,6,69
cs,cs.NE,2015,7,46
cs,cs.NE,2015,8,59
cs,cs.NE,2015,9,60
cs,cs.NE,2015,10,37
cs,cs.NE,2015,11,103
cs,cs.NE,2015,12,59
cs,cs.NE,2016,1,33
cs,cs.NE,2016,2,63
cs,cs.NE,2016,3,85
cs,cs.NE,2016,4,91
cs,cs.NE,2016,5,74
cs,cs.NE,2016,6,105
cs,cs.NE,2016,7,49
cs,cs.NE,2016,8,61
cs,cs.NE,2016,9,62
cs,cs.NE,2016,10,74
cs,cs.NE,2016,11,100
cs,cs.NE,2016,12,73
cs,cs.NE,2017,1,51
cs,cs.NE,2017,2,69
cs,cs.NE,2017,3,103
cs,cs.NE,2017,4,94
cs,cs.NE,2017,5,93
cs,cs.NE,2017,6,92
cs,cs.NE,2017,7,86
cs,cs.NE,2017,8,64
cs,cs.NE,2017,9,83
cs,cs.NE,2017,10,76
cs,cs.NE,2017,11,126
cs,cs.NE,2017,12,86
cs,cs.NE,2018,1,61
cs,cs.NE,2018,2,115
cs,cs.NE,2018,3,104
cs,cs.NE,2018,4,115
cs,cs.NE,2018,5,144
cs,cs.NE,2018,6,118
cs,cs.NE,2018,7,93
cs,cs.NE,2018,8,66
cs,cs.NE,2018,9,76
cs,cs.NE,2018,10,107
cs,cs.NE,2018,11,117
cs,cs.NE,2018,12,92
cs,cs.NE,2019,1,116
cs,cs.NE,2019,2,82
cs,cs.NE,2019,3,115
cs,cs.NE,2019,4,128
cs,cs.NE,2019,5,158
cs,cs.NE,2019,6,129
cs,cs.NE,2019,7,134
cs,cs.NE,2019,8,98
cs,cs.NE,2019,9,129
cs,cs.NE,2019,10,145
cs,cs.NE,2019,11,119
cs,cs.NE,2019,12,126
cs,cs.NE,2020,1,113
cs,cs.NE,2020,2,150
cs,cs.NE,2020,3,156
cs,cs.NE,2020,4,186
cs,cs.NE,2020,5,148
cs,cs.NE,2020,6,217
cs,cs.NE,2020,7,148
cs,cs.NE,2020,8,106
cs,cs.NE,2020,9,112
cs,cs.NE,2020,10,170
cs,cs.NE,2020,11,127
cs,cs.NE,2020,12,118
cs,cs.NE,2021,1,102
cs,cs.NE,2021,2,144
cs,cs.NE,2021,3,126
cs,cs.NE,2021,4,127
cs,cs.NE,2021,5,126
cs,cs.NE,2021,6,152
cs,cs.NE,2021,7,108
cs,cs.NE,2021,8,95
cs,cs.NE,2021,9,118
cs,cs.NE,2021,10,124
cs,cs.NE,2021,11,108
cs,cs.NE,2021,12,97
cs,cs.NE,2022,1,110
cs,cs.NE,2022,2,121
cs,cs.NE,2022,3,137
cs,cs.NE,2022,4,162
cs,cs.NE,2022,5,147
cs,cs.NE,2022,6,144
cs,cs.NE,2022,7,101
cs,cs.NE,2022,8,118
cs,cs.NE,2022,9,109
cs,cs.NE,2022,10,137
cs,cs.NE,2022,11,134
cs,cs.NE,2022,12,94
cs,cs.NE,2023,1,97
cs,cs.NE,2023,2,150
cs,cs.NE,2023,3,136
cs,cs.NE,2023,4,157
cs,cs.NE,2023,5,182
cs,cs.NE,2023,6,124
cs,cs.NE,2023,7,102
cs,cs.NE,2023,8,116
cs,cs.NE,2023,9,109
cs,cs.NE,2023,10,139
cs,cs.NE,2023,11,115
cs,cs.NE,2023,12,143
cs,cs.NE,2024,1,147
cs,cs.NE,2024,2,193
cs,cs.NE,2024,3,133
cs,cs.NE,2024,4,174
cs,cs.NE,2024,5,174
cs,cs.NE,2024,6,173
cs,cs.NE,2024,7,158
cs,cs.NE,2024,8,125
cs,cs.NE,2024,9,124
cs,cs.NE,2024,10,159
cs,cs.NE,2024,11,154
cs,cs.NE,2024,12,141
cs,cs.NE,2025,1,142
cs,cs.NE,2025,2,114
cs,cs.NE,2025,3,124
cs,cs.NE,2025,4,148
cs,cs.NE,2025,5,187
cs,cs.NE,2025,6,148
cs,cs.NE,2025,7,128
cs,cs.NE,2025,8,127
cs,cs.NE,2025,9,103
cs,cs.NE,2025,10,139
cs,cs.NE,2025,11,125
cs,cs.NE,2025,12,127
cs,cs.NE,2026,1,149
cs,cs.NE,2026,2,136
cs,cs.NE,2026,3,131
cs,cs.NE,2026,4,73
cs,cs.NI,1997,3,1
cs,cs.NI,1998,8,1
cs,cs.NI,1998,9,58
cs,cs.NI,1998,10,1
cs,cs.NI,1998,11,2
cs,cs.NI,1999,1,1
cs,cs.NI,1999,2,1
cs,cs.NI,1999,3,1
cs,cs.NI,1999,4,6
cs,cs.NI,1999,5,3
cs,cs.NI,1999,7,1
cs,cs.NI,1999,8,1
cs,cs.NI,1999,9,2
cs,cs.NI,1999,10,1
cs,cs.NI,1999,12,2
cs,cs.NI,2000,1,2
cs,cs.NI,2000,2,1
cs,cs.NI,2000,3,1
cs,cs.NI,2000,4,1
cs,cs.NI,2000,5,1
cs,cs.NI,2000,6,3
cs,cs.NI,2000,7,1
cs,cs.NI,2000,8,1
cs,cs.NI,2000,10,2
cs,cs.NI,2000,12,1
cs,cs.NI,2001,2,1
cs,cs.NI,2001,3,1
cs,cs.NI,2001,4,1
cs,cs.NI,2001,5,1
cs,cs.NI,2001,6,2
cs,cs.NI,2001,7,4
cs,cs.NI,2001,9,7
cs,cs.NI,2001,10,3
cs,cs.NI,2001,11,4
cs,cs.NI,2001,12,1
cs,cs.NI,2002,1,1
cs,cs.NI,2002,2,2
cs,cs.NI,2002,3,3
cs,cs.NI,2002,4,6
cs,cs.NI,2002,5,7
cs,cs.NI,2002,6,4
cs,cs.NI,2002,7,3
cs,cs.NI,2002,8,5
cs,cs.NI,2002,9,9
cs,cs.NI,2002,10,2
cs,cs.NI,2002,11,2
cs,cs.NI,2003,1,1
cs,cs.NI,2003,2,4
cs,cs.NI,2003,3,7
cs,cs.NI,2003,4,1
cs,cs.NI,2003,5,6
cs,cs.NI,2003,6,4
cs,cs.NI,2003,7,4
cs,cs.NI,2003,8,2
cs,cs.NI,2003,9,2
cs,cs.NI,2003,11,5
cs,cs.NI,2003,12,1
cs,cs.NI,2004,1,2
cs,cs.NI,2004,2,5
cs,cs.NI,2004,3,8
cs,cs.NI,2004,4,7
cs,cs.NI,2004,5,5
cs,cs.NI,2004,6,6
cs,cs.NI,2004,7,2
cs,cs.NI,2004,8,7
cs,cs.NI,2004,9,2
cs,cs.NI,2004,10,2
cs,cs.NI,2004,11,32
cs,cs.NI,2004,12,7
cs,cs.NI,2005,1,3
cs,cs.NI,2005,2,3
cs,cs.NI,2005,3,7
cs,cs.NI,2005,4,13
cs,cs.NI,2005,5,4
cs,cs.NI,2005,6,6
cs,cs.NI,2005,7,7
cs,cs.NI,2005,8,12
cs,cs.NI,2005,9,4
cs,cs.NI,2005,10,10
cs,cs.NI,2005,11,12
cs,cs.NI,2005,12,9
cs,cs.NI,2006,1,6
cs,cs.NI,2006,2,6
cs,cs.NI,2006,3,11
cs,cs.NI,2006,4,7
cs,cs.NI,2006,5,15
cs,cs.NI,2006,6,8
cs,cs.NI,2006,7,9
cs,cs.NI,2006,8,15
cs,cs.NI,2006,9,21
cs,cs.NI,2006,10,18
cs,cs.NI,2006,11,14
cs,cs.NI,2006,12,13
cs,cs.NI,2007,1,9
cs,cs.NI,2007,2,13
cs,cs.NI,2007,3,9
cs,cs.NI,2007,4,10
cs,cs.NI,2007,5,18
cs,cs.NI,2007,6,20
cs,cs.NI,2007,7,11
cs,cs.NI,2007,8,15
cs,cs.NI,2007,9,13
cs,cs.NI,2007,10,35
cs,cs.NI,2007,11,12
cs,cs.NI,2007,12,23
cs,cs.NI,2008,1,11
cs,cs.NI,2008,2,25
cs,cs.NI,2008,3,23
cs,cs.NI,2008,4,17
cs,cs.NI,2008,5,22
cs,cs.NI,2008,6,27
cs,cs.NI,2008,7,22
cs,cs.NI,2008,8,21
cs,cs.NI,2008,9,34
cs,cs.NI,2008,10,30
cs,cs.NI,2008,11,22
cs,cs.NI,2008,12,18
cs,cs.NI,2009,1,22
cs,cs.NI,2009,2,22
cs,cs.NI,2009,3,35
cs,cs.NI,2009,4,30
cs,cs.NI,2009,5,16
cs,cs.NI,2009,6,25
cs,cs.NI,2009,7,44
cs,cs.NI,2009,8,50
cs,cs.NI,2009,9,39
cs,cs.NI,2009,10,30
cs,cs.NI,2009,11,49
cs,cs.NI,2009,12,58
cs,cs.NI,2010,1,55
cs,cs.NI,2010,2,72
cs,cs.NI,2010,3,64
cs,cs.NI,2010,4,84
cs,cs.NI,2010,5,55
cs,cs.NI,2010,6,81
cs,cs.NI,2010,7,79
cs,cs.NI,2010,8,52
cs,cs.NI,2010,9,75
cs,cs.NI,2010,10,43
cs,cs.NI,2010,11,70
cs,cs.NI,2010,12,56
cs,cs.NI,2011,1,40
cs,cs.NI,2011,2,44
cs,cs.NI,2011,3,49
cs,cs.NI,2011,4,43
cs,cs.NI,2011,5,64
cs,cs.NI,2011,6,36
cs,cs.NI,2011,7,60
cs,cs.NI,2011,8,80
cs,cs.NI,2011,9,58
cs,cs.NI,2011,10,62
cs,cs.NI,2011,11,70
cs,cs.NI,2011,12,78
cs,cs.NI,2012,1,73
cs,cs.NI,2012,2,79
cs,cs.NI,2012,3,94
cs,cs.NI,2012,4,84
cs,cs.NI,2012,5,64
cs,cs.NI,2012,6,77
cs,cs.NI,2012,7,93
cs,cs.NI,2012,8,89
cs,cs.NI,2012,9,81
cs,cs.NI,2012,10,67
cs,cs.NI,2012,11,65
cs,cs.NI,2012,12,62
cs,cs.NI,2013,1,82
cs,cs.NI,2013,2,68
cs,cs.NI,2013,3,90
cs,cs.NI,2013,4,91
cs,cs.NI,2013,5,78
cs,cs.NI,2013,6,71
cs,cs.NI,2013,7,120
cs,cs.NI,2013,8,81
cs,cs.NI,2013,9,90
cs,cs.NI,2013,10,90
cs,cs.NI,2013,11,73
cs,cs.NI,2013,12,90
cs,cs.NI,2014,1,107
cs,cs.NI,2014,2,76
cs,cs.NI,2014,3,99
cs,cs.NI,2014,4,95
cs,cs.NI,2014,5,104
cs,cs.NI,2014,6,98
cs,cs.NI,2014,7,90
cs,cs.NI,2014,8,67
cs,cs.NI,2014,9,100
cs,cs.NI,2014,10,99
cs,cs.NI,2014,11,74
cs,cs.NI,2014,12,99
cs,cs.NI,2015,1,87
cs,cs.NI,2015,2,86
cs,cs.NI,2015,3,84
cs,cs.NI,2015,4,78
cs,cs.NI,2015,5,77
cs,cs.NI,2015,6,100
cs,cs.NI,2015,7,81
cs,cs.NI,2015,8,82
cs,cs.NI,2015,9,118
cs,cs.NI,2015,10,96
cs,cs.NI,2015,11,75
cs,cs.NI,2015,12,99
cs,cs.NI,2016,1,101
cs,cs.NI,2016,2,101
cs,cs.NI,2016,3,100
cs,cs.NI,2016,4,136
cs,cs.NI,2016,5,119
cs,cs.NI,2016,6,123
cs,cs.NI,2016,7,80
cs,cs.NI,2016,8,99
cs,cs.NI,2016,9,101
cs,cs.NI,2016,10,94
cs,cs.NI,2016,11,129
cs,cs.NI,2016,12,112
cs,cs.NI,2017,1,114
cs,cs.NI,2017,2,105
cs,cs.NI,2017,3,118
cs,cs.NI,2017,4,112
cs,cs.NI,2017,5,105
cs,cs.NI,2017,6,91
cs,cs.NI,2017,7,115
cs,cs.NI,2017,8,102
cs,cs.NI,2017,9,116
cs,cs.NI,2017,10,107
cs,cs.NI,2017,11,103
cs,cs.NI,2017,12,119
cs,cs.NI,2018,1,145
cs,cs.NI,2018,2,92
cs,cs.NI,2018,3,137
cs,cs.NI,2018,4,151
cs,cs.NI,2018,5,133
cs,cs.NI,2018,6,141
cs,cs.NI,2018,7,123
cs,cs.NI,2018,8,123
cs,cs.NI,2018,9,135
cs,cs.NI,2018,10,166
cs,cs.NI,2018,11,113
cs,cs.NI,2018,12,155
cs,cs.NI,2019,1,154
cs,cs.NI,2019,2,163
cs,cs.NI,2019,3,154
cs,cs.NI,2019,4,185
cs,cs.NI,2019,5,167
cs,cs.NI,2019,6,176
cs,cs.NI,2019,7,154
cs,cs.NI,2019,8,103
cs,cs.NI,2019,9,161
cs,cs.NI,2019,10,159
cs,cs.NI,2019,11,130
cs,cs.NI,2019,12,134
cs,cs.NI,2020,1,156
cs,cs.NI,2020,2,178
cs,cs.NI,2020,3,167
cs,cs.NI,2020,4,199
cs,cs.NI,2020,5,178
cs,cs.NI,2020,6,175
cs,cs.NI,2020,7,184
cs,cs.NI,2020,8,167
cs,cs.NI,2020,9,134
cs,cs.NI,2020,10,171
cs,cs.NI,2020,11,149
cs,cs.NI,2020,12,171
cs,cs.NI,2021,1,185
cs,cs.NI,2021,2,172
cs,cs.NI,2021,3,147
cs,cs.NI,2021,4,170
cs,cs.NI,2021,5,200
cs,cs.NI,2021,6,169
cs,cs.NI,2021,7,145
cs,cs.NI,2021,8,139
cs,cs.NI,2021,9,175
cs,cs.NI,2021,10,164
cs,cs.NI,2021,11,161
cs,cs.NI,2021,12,156
cs,cs.NI,2022,1,212
cs,cs.NI,2022,2,163
cs,cs.NI,2022,3,163
cs,cs.NI,2022,4,146
cs,cs.NI,2022,5,186
cs,cs.NI,2022,6,116
cs,cs.NI,2022,7,141
cs,cs.NI,2022,8,154
cs,cs.NI,2022,9,170
cs,cs.NI,2022,10,163
cs,cs.NI,2022,11,177
cs,cs.NI,2022,12,145
cs,cs.NI,2023,1,159
cs,cs.NI,2023,2,142
cs,cs.NI,2023,3,155
cs,cs.NI,2023,4,146
cs,cs.NI,2023,5,174
cs,cs.NI,2023,6,164
cs,cs.NI,2023,7,180
cs,cs.NI,2023,8,171
cs,cs.NI,2023,9,182
cs,cs.NI,2023,10,192
cs,cs.NI,2023,11,176
cs,cs.NI,2023,12,207
cs,cs.NI,2024,1,212
cs,cs.NI,2024,2,219
cs,cs.NI,2024,3,196
cs,cs.NI,2024,4,224
cs,cs.NI,2024,5,230
cs,cs.NI,2024,6,176
cs,cs.NI,2024,7,220
cs,cs.NI,2024,8,175
cs,cs.NI,2024,9,179
cs,cs.NI,2024,10,208
cs,cs.NI,2024,11,200
cs,cs.NI,2024,12,191
cs,cs.NI,2025,1,248
cs,cs.NI,2025,2,200
cs,cs.NI,2025,3,220
cs,cs.NI,2025,4,186
cs,cs.NI,2025,5,225
cs,cs.NI,2025,6,200
cs,cs.NI,2025,7,247
cs,cs.NI,2025,8,260
cs,cs.NI,2025,9,280
cs,cs.NI,2025,10,234
cs,cs.NI,2025,11,222
cs,cs.NI,2025,12,202
cs,cs.NI,2026,1,212
cs,cs.NI,2026,2,228
cs,cs.NI,2026,3,267
cs,cs.NI,2026,4,90
cs,cs.OH,1999,2,1
cs,cs.OH,1999,3,1
cs,cs.OH,1999,4,1
cs,cs.OH,1999,11,1
cs,cs.OH,1999,12,1
cs,cs.OH,2000,1,1
cs,cs.OH,2000,2,2
cs,cs.OH,2000,3,1
cs,cs.OH,2000,5,1
cs,cs.OH,2000,7,1
cs,cs.OH,2000,12,1
cs,cs.OH,2001,3,1
cs,cs.OH,2001,8,1
cs,cs.OH,2001,10,5
cs,cs.OH,2001,11,5
cs,cs.OH,2002,6,1
cs,cs.OH,2002,7,3
cs,cs.OH,2002,9,2
cs,cs.OH,2003,4,2
cs,cs.OH,2003,5,2
cs,cs.OH,2003,6,3
cs,cs.OH,2003,7,1
cs,cs.OH,2004,1,2
cs,cs.OH,2004,3,5
cs,cs.OH,2004,5,1
cs,cs.OH,2004,6,2
cs,cs.OH,2004,7,1
cs,cs.OH,2004,9,1
cs,cs.OH,2004,10,1
cs,cs.OH,2004,12,3
cs,cs.OH,2005,2,1
cs,cs.OH,2005,3,4
cs,cs.OH,2005,4,1
cs,cs.OH,2005,5,1
cs,cs.OH,2005,7,1
cs,cs.OH,2005,8,1
cs,cs.OH,2005,12,3
cs,cs.OH,2006,2,4
cs,cs.OH,2006,3,3
cs,cs.OH,2006,5,3
cs,cs.OH,2006,6,2
cs,cs.OH,2006,7,2
cs,cs.OH,2006,9,3
cs,cs.OH,2006,10,2
cs,cs.OH,2006,11,4
cs,cs.OH,2006,12,1
cs,cs.OH,2007,1,1
cs,cs.OH,2007,2,5
cs,cs.OH,2007,3,4
cs,cs.OH,2007,4,4
cs,cs.OH,2007,5,1
cs,cs.OH,2007,6,5
cs,cs.OH,2007,7,9
cs,cs.OH,2007,10,21
cs,cs.OH,2007,11,54
cs,cs.OH,2007,12,10
cs,cs.OH,2008,1,10
cs,cs.OH,2008,2,72
cs,cs.OH,2008,3,5
cs,cs.OH,2008,4,1
cs,cs.OH,2008,5,85
cs,cs.OH,2008,6,4
cs,cs.OH,2008,7,4
cs,cs.OH,2008,8,1
cs,cs.OH,2008,9,5
cs,cs.OH,2008,10,1
cs,cs.OH,2008,11,10
cs,cs.OH,2008,12,2
cs,cs.OH,2009,1,7
cs,cs.OH,2009,2,3
cs,cs.OH,2009,3,11
cs,cs.OH,2009,4,12
cs,cs.OH,2009,5,10
cs,cs.OH,2009,6,9
cs,cs.OH,2009,7,1
cs,cs.OH,2009,8,2
cs,cs.OH,2009,9,9
cs,cs.OH,2009,10,6
cs,cs.OH,2009,11,8
cs,cs.OH,2009,12,9
cs,cs.OH,2010,1,13
cs,cs.OH,2010,2,26
cs,cs.OH,2010,3,26
cs,cs.OH,2010,4,22
cs,cs.OH,2010,5,17
cs,cs.OH,2010,6,27
cs,cs.OH,2010,7,3
cs,cs.OH,2010,8,10
cs,cs.OH,2010,9,9
cs,cs.OH,2010,10,4
cs,cs.OH,2010,11,17
cs,cs.OH,2010,12,13
cs,cs.OH,2011,1,1
cs,cs.OH,2011,2,7
cs,cs.OH,2011,3,6
cs,cs.OH,2011,4,3
cs,cs.OH,2011,5,10
cs,cs.OH,2011,6,6
cs,cs.OH,2011,7,4
cs,cs.OH,2011,8,14
cs,cs.OH,2011,9,5
cs,cs.OH,2011,10,5
cs,cs.OH,2011,11,15
cs,cs.OH,2011,12,9
cs,cs.OH,2012,1,20
cs,cs.OH,2012,2,8
cs,cs.OH,2012,3,24
cs,cs.OH,2012,4,21
cs,cs.OH,2012,5,15
cs,cs.OH,2012,6,22
cs,cs.OH,2012,7,9
cs,cs.OH,2012,8,15
cs,cs.OH,2012,9,12
cs,cs.OH,2012,10,22
cs,cs.OH,2012,11,11
cs,cs.OH,2012,12,22
cs,cs.OH,2013,1,6
cs,cs.OH,2013,2,9
cs,cs.OH,2013,3,20
cs,cs.OH,2013,4,12
cs,cs.OH,2013,5,9
cs,cs.OH,2013,6,8
cs,cs.OH,2013,7,15
cs,cs.OH,2013,8,8
cs,cs.OH,2013,9,14
cs,cs.OH,2013,10,14
cs,cs.OH,2013,11,23
cs,cs.OH,2013,12,19
cs,cs.OH,2014,1,17
cs,cs.OH,2014,2,15
cs,cs.OH,2014,3,11
cs,cs.OH,2014,4,24
cs,cs.OH,2014,5,14
cs,cs.OH,2014,6,15
cs,cs.OH,2014,7,15
cs,cs.OH,2014,8,12
cs,cs.OH,2014,9,21
cs,cs.OH,2014,10,8
cs,cs.OH,2014,11,8
cs,cs.OH,2014,12,8
cs,cs.OH,2015,1,13
cs,cs.OH,2015,2,15
cs,cs.OH,2015,3,16
cs,cs.OH,2015,4,14
cs,cs.OH,2015,5,18
cs,cs.OH,2015,6,7
cs,cs.OH,2015,7,1
cs,cs.OH,2015,8,7
cs,cs.OH,2015,9,10
cs,cs.OH,2015,10,7
cs,cs.OH,2015,11,12
cs,cs.OH,2015,12,16
cs,cs.OH,2016,1,11
cs,cs.OH,2016,2,12
cs,cs.OH,2016,3,12
cs,cs.OH,2016,4,8
cs,cs.OH,2016,5,11
cs,cs.OH,2016,6,12
cs,cs.OH,2016,7,10
cs,cs.OH,2016,8,8
cs,cs.OH,2016,9,8
cs,cs.OH,2016,10,11
cs,cs.OH,2016,11,8
cs,cs.OH,2016,12,8
cs,cs.OH,2017,1,10
cs,cs.OH,2017,2,10
cs,cs.OH,2017,3,8
cs,cs.OH,2017,4,5
cs,cs.OH,2017,5,15
cs,cs.OH,2017,6,5
cs,cs.OH,2017,7,8
cs,cs.OH,2017,8,9
cs,cs.OH,2017,9,7
cs,cs.OH,2017,10,12
cs,cs.OH,2017,11,11
cs,cs.OH,2017,12,11
cs,cs.OH,2018,1,9
cs,cs.OH,2018,2,6
cs,cs.OH,2018,3,6
cs,cs.OH,2018,4,14
cs,cs.OH,2018,5,17
cs,cs.OH,2018,6,7
cs,cs.OH,2018,7,8
cs,cs.OH,2018,8,5
cs,cs.OH,2018,9,9
cs,cs.OH,2018,10,11
cs,cs.OH,2018,11,5
cs,cs.OH,2018,12,9
cs,cs.OH,2019,1,8
cs,cs.OH,2019,2,3
cs,cs.OH,2019,3,18
cs,cs.OH,2019,4,17
cs,cs.OH,2019,5,12
cs,cs.OH,2019,6,10
cs,cs.OH,2019,7,9
cs,cs.OH,2019,8,4
cs,cs.OH,2019,9,9
cs,cs.OH,2019,10,14
cs,cs.OH,2019,11,8
cs,cs.OH,2019,12,10
cs,cs.OH,2020,1,5
cs,cs.OH,2020,2,8
cs,cs.OH,2020,3,9
cs,cs.OH,2020,4,14
cs,cs.OH,2020,5,8
cs,cs.OH,2020,6,14
cs,cs.OH,2020,7,14
cs,cs.OH,2020,8,11
cs,cs.OH,2020,9,3
cs,cs.OH,2020,10,7
cs,cs.OH,2020,11,2
cs,cs.OH,2020,12,10
cs,cs.OH,2021,1,3
cs,cs.OH,2021,2,4
cs,cs.OH,2021,3,3
cs,cs.OH,2021,4,8
cs,cs.OH,2021,5,9
cs,cs.OH,2021,6,11
cs,cs.OH,2021,7,7
cs,cs.OH,2021,8,12
cs,cs.OH,2021,9,3
cs,cs.OH,2021,10,7
cs,cs.OH,2021,11,5
cs,cs.OH,2021,12,2
cs,cs.OH,2022,1,3
cs,cs.OH,2022,2,6
cs,cs.OH,2022,3,6
cs,cs.OH,2022,4,6
cs,cs.OH,2022,5,8
cs,cs.OH,2022,6,3
cs,cs.OH,2022,8,6
cs,cs.OH,2022,9,6
cs,cs.OH,2022,10,7
cs,cs.OH,2022,11,5
cs,cs.OH,2022,12,3
cs,cs.OH,2023,1,10
cs,cs.OH,2023,2,4
cs,cs.OH,2023,3,5
cs,cs.OH,2023,4,2
cs,cs.OH,2023,5,5
cs,cs.OH,2023,6,6
cs,cs.OH,2023,7,9
cs,cs.OH,2023,8,3
cs,cs.OH,2023,9,4
cs,cs.OH,2023,10,7
cs,cs.OH,2023,11,3
cs,cs.OH,2023,12,2
cs,cs.OH,2024,1,5
cs,cs.OH,2024,2,11
cs,cs.OH,2024,3,3
cs,cs.OH,2024,4,3
cs,cs.OH,2024,5,4
cs,cs.OH,2024,6,2
cs,cs.OH,2024,7,2
cs,cs.OH,2024,8,5
cs,cs.OH,2024,9,3
cs,cs.OH,2024,10,7
cs,cs.OH,2024,11,2
cs,cs.OH,2024,12,6
cs,cs.OH,2025,1,1
cs,cs.OH,2025,2,6
cs,cs.OH,2025,3,2
cs,cs.OH,2025,4,9
cs,cs.OH,2025,5,4
cs,cs.OH,2025,6,5
cs,cs.OH,2025,7,6
cs,cs.OH,2025,8,5
cs,cs.OH,2025,9,7
cs,cs.OH,2025,10,6
cs,cs.OH,2025,11,6
cs,cs.OH,2025,12,5
cs,cs.OH,2026,1,6
cs,cs.OH,2026,2,4
cs,cs.OH,2026,3,3
cs,cs.OH,2026,4,2
cs,cs.OS,1998,9,1
cs,cs.OS,1998,12,1
cs,cs.OS,1999,3,2
cs,cs.OS,1999,4,1
cs,cs.OS,1999,5,1
cs,cs.OS,1999,8,1
cs,cs.OS,2000,3,1
cs,cs.OS,2000,6,2
cs,cs.OS,2001,4,1
cs,cs.OS,2001,11,1
cs,cs.OS,2002,10,1
cs,cs.OS,2003,2,1
cs,cs.OS,2003,9,1
cs,cs.OS,2004,3,2
cs,cs.OS,2004,6,1
cs,cs.OS,2004,9,1
cs,cs.OS,2004,10,1
cs,cs.OS,2004,11,1
cs,cs.OS,2004,12,2
cs,cs.OS,2005,2,3
cs,cs.OS,2005,3,1
cs,cs.OS,2005,4,1
cs,cs.OS,2005,7,1
cs,cs.OS,2005,8,2
cs,cs.OS,2005,11,1
cs,cs.OS,2006,1,1
cs,cs.OS,2006,3,3
cs,cs.OS,2006,7,1
cs,cs.OS,2006,11,3
cs,cs.OS,2006,12,1
cs,cs.OS,2007,1,2
cs,cs.OS,2007,5,1
cs,cs.OS,2007,6,2
cs,cs.OS,2007,9,1
cs,cs.OS,2007,10,2
cs,cs.OS,2007,12,1
cs,cs.OS,2008,1,1
cs,cs.OS,2008,3,5
cs,cs.OS,2008,5,3
cs,cs.OS,2008,6,3
cs,cs.OS,2008,7,1
cs,cs.OS,2008,8,1
cs,cs.OS,2008,9,3
cs,cs.OS,2008,10,2
cs,cs.OS,2009,2,1
cs,cs.OS,2009,3,1
cs,cs.OS,2009,6,1
cs,cs.OS,2009,7,1
cs,cs.OS,2009,8,1
cs,cs.OS,2009,9,2
cs,cs.OS,2009,10,3
cs,cs.OS,2009,12,4
cs,cs.OS,2010,1,3
cs,cs.OS,2010,2,2
cs,cs.OS,2010,3,4
cs,cs.OS,2010,4,2
cs,cs.OS,2010,5,3
cs,cs.OS,2010,6,5
cs,cs.OS,2010,8,1
cs,cs.OS,2010,9,1
cs,cs.OS,2010,10,2
cs,cs.OS,2010,11,2
cs,cs.OS,2010,12,6
cs,cs.OS,2011,1,1
cs,cs.OS,2011,2,1
cs,cs.OS,2011,3,5
cs,cs.OS,2011,4,2
cs,cs.OS,2011,5,6
cs,cs.OS,2011,6,2
cs,cs.OS,2011,7,2
cs,cs.OS,2011,9,3
cs,cs.OS,2011,10,2
cs,cs.OS,2011,11,4
cs,cs.OS,2011,12,2
cs,cs.OS,2012,2,2
cs,cs.OS,2012,4,1
cs,cs.OS,2012,5,3
cs,cs.OS,2012,6,2
cs,cs.OS,2012,7,1
cs,cs.OS,2012,8,4
cs,cs.OS,2012,9,2
cs,cs.OS,2012,10,3
cs,cs.OS,2012,11,6
cs,cs.OS,2012,12,4
cs,cs.OS,2013,1,2
cs,cs.OS,2013,2,6
cs,cs.OS,2013,4,5
cs,cs.OS,2013,5,4
cs,cs.OS,2013,6,2
cs,cs.OS,2013,7,2
cs,cs.OS,2013,8,3
cs,cs.OS,2013,9,2
cs,cs.OS,2013,10,6
cs,cs.OS,2013,11,3
cs,cs.OS,2013,12,8
cs,cs.OS,2014,1,2
cs,cs.OS,2014,2,2
cs,cs.OS,2014,3,5
cs,cs.OS,2014,4,4
cs,cs.OS,2014,5,5
cs,cs.OS,2014,6,3
cs,cs.OS,2014,7,3
cs,cs.OS,2014,8,2
cs,cs.OS,2014,9,1
cs,cs.OS,2014,10,4
cs,cs.OS,2014,11,1
cs,cs.OS,2015,1,2
